POPULATION;NOIND;periode_reference;conso_ca;conso_ca_regl;conso_ca_nb;conso_ca_regl_nb;indic_ca;indic_medic;indic_ni;saison_particuliere;saison_automne;saison_hiver;saison_printemps;saison_ete;saison_autre;saison_autre_libelle;saison_nsp
Pop1 Individu;324405001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324405201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324405301;4;1;1;1;1;1;0;0;1;;;1;;;                                                            ;
Pop1 Individu;324405601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324406201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324406801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324406901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324500601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324501001;4;1;2;1;;0;1;0;1;;;1;1;;                                                            ;
Pop1 Individu;324501101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324501201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324501301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324501501;4;1;2;1;;0;1;0;1;;1;;;;                                                            ;
Pop1 Individu;324900201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324900301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324900601;4;1;1;2;2;1;1;0;1;1;1;;;;                                                            ;
Pop1 Individu;324900701;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;324901101;4;1;2;2;;0;2;0;;;;;;;                                                            ;
Pop1 Individu;324902001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324902301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324902901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324903301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324903501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324903601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;324903801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325000501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325000601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325101101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325101901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325102201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325300101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325300301;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;325300601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325400301;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;325400401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325400901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325401201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325401301;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;325401601;2;1;2;1;;0;1;0;;;;;;;                                                            ;
Pop1 Individu;325600101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325600901;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325601101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325601301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325601501;4;1;1;2;2;2;0;0;1;1;;;;;                                                            ;
Pop1 Individu;325601801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325602501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325603001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325700201;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325700801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325702001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325702301;3;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325800301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325800501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325900301;2;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325900401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325900501;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325900601;4;1;1;1;1;1;0;0;1;;1;;;;                                                            ;
Pop1 Individu;325900801;4;1;1;1;1;0;0;1;1;1;1;;;;                                                            ;
Pop1 Individu;325901001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325901101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325901801;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325902401;4;1;2;1;;0;1;0;2;;;;;;                                                            ;
Pop1 Individu;325902601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325902701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325903101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325903901;1;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325905601;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325905701;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325905801;4;1;1;2;2;1;1;0;1;;1;;;;                                                            ;
Pop1 Individu;325906001;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325906101;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325906301;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325906401;4;2;2;;;;;;;;;;;;                                                            ;
Pop1 Individu;325906501;4;2;2;;;;;;;;;;;;                                                            ;
